,file,geneID,uni_gal,gene,gene_galGal,finalgene
220,aquChr_transcript:ENSACCT00020000802_R0,GEMOMA_00013206-RA,A0A088BHA7,NA,EDMTFH,EDMTFH
221,aquChr_transcript:ENSACCT00020000802_R1,GEMOMA_00013688-RA,A0A088BHA7,NA,EDMTFH,EDMTFH
222,aquChr_transcript:ENSACCT00020000804_R0,GEMOMA_00015157-RA,A0A3Q2UG79,SPOCK2,SPOCK2,SPOCK2
223,aquChr_transcript:ENSACCT00020000807_R0,GEMOMA_00012920-RA,F1P4H5,AADACL4,AADACL3C,AADACL4
224,aquChr_transcript:ENSACCT00020000810_R0,GEMOMA_00004184-RA,F1NM35,PLA1A,PLA1A,PLA1A
225,aquChr_transcript:ENSACCT00020000812_R0,GEMOMA_00001016-RA,F1NFA6,ESYT3,ESYT3,ESYT3
226,aquChr_transcript:ENSACCT00020000817_R0,GEMOMA_00001978-RA,P79761,CYP1A5,CYP1A5,CYP1A5
227,aquChr_transcript:ENSACCT00020000819_R0,GEMOMA_00013203-RA,A0A1D5P602,NA,LOC107055125,LOC107055125
228,aquChr_transcript:ENSACCT00020000819_R1,GEMOMA_00013685-RA,A0A1D5P602,NA,LOC107055125,LOC107055125
229,aquChr_transcript:ENSACCT00020000823_R0,GEMOMA_00014365-RA,A0A1D5PSA6,SLA,SLA,SLA
230,aquChr_transcript:ENSACCT00020000826_R0,GEMOMA_00000932-RA,A0A1D5P2X9,CDK5R2,CDK5R1,CDK5R2
231,aquChr_transcript:ENSACCT00020000828_R0,GEMOMA_00007831-RA,F1N9W4,RND2,RND2,RND2
232,aquChr_transcript:ENSACCT00020000837_R1,GEMOMA_00016339-RA,NA,NA,NA,NA
233,aquChr_transcript:ENSACCT00020000848_R0,GEMOMA_00001826-RA,F1NSV0,TLCD4-B,TMEM56,TLCD4-B
234,aquChr_transcript:ENSACCT00020000853_R0,GEMOMA_00011125-RA,F1NKC9,CDHR1,CDHR1,CDHR1
235,aquChr_transcript:ENSACCT00020000854_R0,GEMOMA_00001979-RA,A0A1D5PXS9,CSK,CSK,CSK
236,aquChr_transcript:ENSACCT00020000855_R0,GEMOMA_00009436-RA,F1NZ82,CASD1,CASD1,CASD1
237,aquChr_transcript:ENSACCT00020000857_R0,GEMOMA_00004686-RA,A0A1D5PMM9,AAGAB,AAGAB,AAGAB
238,aquChr_transcript:ENSACCT00020000859_R0,GEMOMA_00000762-RA,A0A1D5NXL0,NRP2,NRP2,NRP2
239,aquChr_transcript:ENSACCT00020000865_R0,GEMOMA_00003772-RA,F1NVU4,SLC16A7,SLC16A7,SLC16A7
240,aquChr_transcript:ENSACCT00020000872_R0,GEMOMA_00007594-RA,R4GGJ1,UBTD1,UBTD1,UBTD1
241,aquChr_transcript:ENSACCT00020000874_R0,GEMOMA_00011126-RA,E1BXW4,LRIT2,NA,LRIT2
242,aquChr_transcript:ENSACCT00020000879_R0,GEMOMA_00000601-RA,A0A3Q2UDF9,ASDURF,NA,ASDURF
243,aquChr_transcript:ENSACCT00020000883_R0,GEMOMA_00004309-RA,A0A3Q2U6P7,DYNC1LI2,DYNC1LI2,DYNC1LI2
244,aquChr_transcript:ENSACCT00020000889_R0,GEMOMA_00003899-RA,A0A1D5PUB7,AGPAT3,AGPAT3,AGPAT3
245,aquChr_transcript:ENSACCT00020000890_R0,GEMOMA_00009344-RA,A0A0A0MQ45,MASTL,MASTL,MASTL
246,aquChr_transcript:ENSACCT00020000893_R0,GEMOMA_00007003-RA,F1P4G7,CINP,CINP,CINP
247,aquChr_transcript:ENSACCT00020000894_R0,GEMOMA_00009962-RA,F1NG56,ARHGAP5,ARHGAP5,ARHGAP5
248,aquChr_transcript:ENSACCT00020000896_R0,GEMOMA_00014019-RA,NA,CGN,NA,CGN
249,aquChr_transcript:ENSACCT00020000899_R0,GEMOMA_00002804-RA,A0A1L1RQS4,IGSF10,NA,IGSF10
250,aquChr_transcript:ENSACCT00020000900_R0,GEMOMA_00014871-RA,A0A3Q3AM04,FBXL12,FBXL12,FBXL12
251,aquChr_transcript:ENSACCT00020000900_R1,GEMOMA_00014845-RA,A0A3Q3AM04,FBXL12,FBXL12,FBXL12
252,aquChr_transcript:ENSACCT00020000903_R0,GEMOMA_00000933-RA,Q60GF6,WNT10A,Wnt10a,WNT10A
253,aquChr_transcript:ENSACCT00020000912_R0,GEMOMA_00006268-RA,A0A1D5PG88,GMEB2,GMEB2,GMEB2
254,aquChr_transcript:ENSACCT00020000914_R0,GEMOMA_00001827-RA,E1C1M5,ALG14,ALG14,ALG14
255,aquChr_transcript:ENSACCT00020000921_R0,GEMOMA_00001019-RA,F1NF82,TMEM37,TMEM37,TMEM37
256,aquChr_transcript:ENSACCT00020000926_R0,GEMOMA_00012149-RA,Q9PWE8,TBX5,TBX5,TBX5
257,aquChr_transcript:ENSACCT00020000934_R0,GEMOMA_00003898-RA,E1C7Y6,TRAPPC10,TRAPPC10,TRAPPC10
258,aquChr_transcript:ENSACCT00020000940_R0,GEMOMA_00009864-RA,F1NKT4,TSHR,TSHR,TSHR
259,aquChr_transcript:ENSACCT00020000946_R0,GEMOMA_00011128-RA,F1P193,RGR,RGR,RGR
260,aquChr_transcript:ENSACCT00020000952_R0,GEMOMA_00007592-RA,E1C1D7,HOGA1,HOGA1,HOGA1
261,aquChr_transcript:ENSACCT00020000957_R0,GEMOMA_00000603-RA,A0A1D5PWZ3,OSGEPL1,OSGEPL1,OSGEPL1
262,aquChr_transcript:ENSACCT00020000958_R0,GEMOMA_00001829-RA,F1NQQ2,SLC44A3,SLC44A3,SLC44A3
263,aquChr_transcript:ENSACCT00020000964_R0,GEMOMA_00014869-RA,A0A1D5PZU7,PIN1,PIN1,PIN1
264,aquChr_transcript:ENSACCT00020000964_R1,GEMOMA_00014843-RA,A0A1D5PZU7,PIN1,PIN1,PIN1
265,aquChr_transcript:ENSACCT00020000966_R0,GEMOMA_00001723-RA,A0A3S5ZPR5,FASLG,FASLG,FASLG
266,aquChr_transcript:ENSACCT00020000967_R0,GEMOMA_00002803-RA,F1NBC2,AADAC,AADAC,AADAC
267,aquChr_transcript:ENSACCT00020000968_R9,GEMOMA_00016166-RA,NA,NA,NA,NA
268,aquChr_transcript:ENSACCT00020000969_R0,GEMOMA_00004311-RA,A0A1D5PCI5,NAE1,NAE1,NAE1
269,aquChr_transcript:ENSACCT00020000973_R0,GEMOMA_00009963-RA,F1NG62,NUBPL,NUBPL,NUBPL
270,aquChr_transcript:ENSACCT00020000979_R0,GEMOMA_00014020-RA,H9L0U6,PSMB4,PSMB4,PSMB4
271,aquChr_transcript:ENSACCT00020000980_R0,GEMOMA_00004684-RA,F1NUQ7,C15ORF61,C15orf61,C15ORF61
272,aquChr_transcript:ENSACCT00020000983_R0,GEMOMA_00008880-RA,A0A1D5P3R3,PPP6R2,PPP6R2,PPP6R2
273,aquChr_transcript:ENSACCT00020000987_R0,GEMOMA_00000604-RA,A0A3Q2UGV1,ORMDL1,ORMDL1,ORMDL1
274,aquChr_transcript:ENSACCT00020000991_R0,GEMOMA_00008604-RA,F1NT28,PPA1,PPA1,PPA1
275,aquChr_transcript:ENSACCT00020000992_R0,GEMOMA_00004522-RA,NA,SPATA2L,NA,SPATA2L
276,aquChr_transcript:ENSACCT00020000995_R0,GEMOMA_00000935-RA,NA,CYP27A1,NA,CYP27A1
277,aquChr_transcript:ENSACCT00020001000_R0,GEMOMA_00001830-RA,F1NGT0,F3,F3,F3
278,aquChr_transcript:ENSACCT00020001010_R0,GEMOMA_00010725-RA,F1NJR9,EREG,EREG,EREG
279,aquChr_transcript:ENSACCT00020001018_R0,GEMOMA_00004521-RA,A0A3Q2UI62,CDK10,CDK10,CDK10
280,aquChr_transcript:ENSACCT00020001029_R0,GEMOMA_00009866-RA,A0A3Q2U3A8,DIO2,DIO2,DIO2
281,aquChr_transcript:ENSACCT00020001031_R0,GEMOMA_00001983-RA,A0A1D5Q008,MPI,MPI,MPI
282,aquChr_transcript:ENSACCT00020001032_R0,GEMOMA_00001022-RA,A0A1D5PJT4,STEAP3,STEAP3,STEAP3
283,aquChr_transcript:ENSACCT00020001037_R0,GEMOMA_00014152-RA,E1BVI4,WBP2,WBP2,WBP2
284,aquChr_transcript:ENSACCT00020001041_R0,GEMOMA_00004314-RA,F1NW22,RRAD,RRAD,RRAD
285,aquChr_transcript:ENSACCT00020001043_R0,GEMOMA_00003897-RA,A0A1L1RTK5,PWP2,PWP2,PWP2
286,aquChr_transcript:ENSACCT00020001046_R0,GEMOMA_00000605-RA,A0A1D5PZ28,PMS1,PMS1,PMS1
287,aquChr_transcript:ENSACCT00020001047_R0,GEMOMA_00004683-RA,F1NUM0,MAP2K5,MAP2K5,MAP2K5
288,aquChr_transcript:ENSACCT00020001053_R0,GEMOMA_00007833-RA,A0A3Q2U1W6,NA,IFI35,IFI35
289,aquChr_transcript:ENSACCT00020001057_R0,GEMOMA_00012198-RA,Q5ZLK1,DCAF13,DCAF13,DCAF13
290,aquChr_transcript:ENSACCT00020001059_R0,GEMOMA_00000936-RA,F1P1P1,PRKAG3,PRKAG3,PRKAG3
291,aquChr_transcript:ENSACCT00020001061_R0,GEMOMA_00004278-RA,A0A3Q2U2M5,SLC12A4,SLC12A4,SLC12A4
292,aquChr_transcript:ENSACCT00020001062_R0,GEMOMA_00014021-RA,A0A1D5PEI8,POGZ,POGZ,POGZ
293,aquChr_transcript:ENSACCT00020001067_R0,GEMOMA_00012152-RA,Q5ZJE4,RCJMB04_18O22,RCJMB04_18o22,RCJMB04_18O22
294,aquChr_transcript:ENSACCT00020001071_R0,GEMOMA_00001023-RA,A0A1D5PB05,C1QL2,C1QL2,C1QL2
295,aquChr_transcript:ENSACCT00020001073_R0,GEMOMA_00007834-RA,E1C4J8,IFI35,IFI35,IFI35
296,aquChr_transcript:ENSACCT00020001078_R0,GEMOMA_00012197-RA,A0A1D5PZX4,SLC25A32,SLC25A32,SLC25A32
297,aquChr_transcript:ENSACCT00020001079_R0,GEMOMA_00008697-RA,A0A3Q2TZE4,GCGR,GCGR,GCGR
298,aquChr_transcript:ENSACCT00020001080_R0,GEMOMA_00008606-RA,A0A1D5P009,LRRC20,LRRC20,LRRC20
299,aquChr_transcript:ENSACCT00020001082_R0,GEMOMA_00008879-RA,A0A1D5NXN5,DENND6B,DENND6B,DENND6B
300,aquChr_transcript:ENSACCT00020001083_R0,GEMOMA_00012925-RA,A0A1L1RLX1,KAZN,KAZN,KAZN
301,aquChr_transcript:ENSACCT00020001084_R0,GEMOMA_00000606-RA,O42220,MSTN,MSTN,MSTN
302,aquChr_transcript:ENSACCT00020001085_R0,GEMOMA_00009340-RA,Q5ZLG1,RAB18,RAB18,RAB18
303,aquChr_transcript:ENSACCT00020001087_R0,GEMOMA_00004520-RA,F1NPS5,CHMP1A,CHMP1A,CHMP1A
304,aquChr_transcript:ENSACCT00020001090_R0,GEMOMA_00012153-RA,F1NDS9,RNFT2,RNFT2,RNFT2
305,aquChr_transcript:ENSACCT00020001096_R0,GEMOMA_00000607-RA,A0A1D5PFG0,NA,C2orf88,C2ORF88
306,aquChr_transcript:ENSACCT00020001098_R0,GEMOMA_00012196-RA,A0A3Q2U6K2,CTHRC1,NA,CTHRC1
307,aquChr_transcript:ENSACCT00020001099_R0,GEMOMA_00008607-RA,A0A1L1RKV7,EIF4EBP2,EIF4EBP2,EIF4EBP2
308,aquChr_transcript:ENSACCT00020001103_R0,GEMOMA_00014022-RA,H9KYX6,SELENBP1-A,SELENBP1,SELENBP1-A
309,aquChr_transcript:ENSACCT00020001103_R1,GEMOMA_00014023-RA,H9KYX7,NA,SELENBP1L3,SELENBP1L3
310,aquChr_transcript:ENSACCT00020001105_R0,GEMOMA_00008878-RA,A0A1D5PCW8,GCC1,GCC1,GCC1
311,aquChr_transcript:ENSACCT00020001108_R0,GEMOMA_00012926-RA,A0A1D5PH42,TMEM51,TMEM51,TMEM51
312,aquChr_transcript:ENSACCT00020001109_R0,GEMOMA_00007835-RA,P61355,RPL27,RPL27,RPL27
313,aquChr_transcript:ENSACCT00020001112_R0,GEMOMA_00003896-RA,F1NT93,GATD3A,GATD3A,GATD3A
314,aquChr_transcript:ENSACCT00020001121_R0,GEMOMA_00004316-RA,A0A3Q3AJC0,NA,LOC415787,LOC415787
315,aquChr_transcript:ENSACCT00020001125_R0,GEMOMA_00000765-RA,A0A3Q3B194,ICOS,ICOS,ICOS
316,aquChr_transcript:ENSACCT00020001126_R0,GEMOMA_00009965-RA,A0A3Q2TXH3,HEATR5A,HEATR5A,HEATR5A
317,aquChr_transcript:ENSACCT00020001130_R0,GEMOMA_00008695-RA,A0A1D5PGW0,PPP1R27,NA,PPP1R27
318,aquChr_transcript:ENSACCT00020001134_R0,GEMOMA_00002800-RA,P34996,P2RY1,P2RY1,P2RY1
319,aquChr_transcript:ENSACCT00020001139_R0,GEMOMA_00007836-RA,F1N8V5,RUNDC1,RUNDC1,RUNDC1
320,aquChr_transcript:ENSACCT00020001143_R0,GEMOMA_00011131-RA,E1BTL0,OGDHL,OGDHL,OGDHL
321,aquChr_transcript:ENSACCT00020001144_R0,GEMOMA_00008608-RA,Q8JHZ8,PALD1,PALD1,PALD1
322,aquChr_transcript:ENSACCT00020001149_R0,GEMOMA_00002799-RA,NA,RAP2A,NA,RAP2A
323,aquChr_transcript:ENSACCT00020001149_R2,GEMOMA_00002156-RA,NA,NA,NA,NA
324,aquChr_transcript:ENSACCT00020001154_R0,GEMOMA_00007587-RA,R4GJJ0,ZFYVE27,ZFYVE27,ZFYVE27
325,aquChr_transcript:ENSACCT00020001158_R2,GEMOMA_00007534-RA,NA,PDILT,NA,PDILT
326,aquChr_transcript:ENSACCT00020001168_R0,GEMOMA_00001026-RA,Q5F3W2,INSIG2,INSIG2,INSIG2
327,aquChr_transcript:ENSACCT00020001170_R0,GEMOMA_00012155-RA,E1C4Y3,TESC,TESC,TESC
328,aquChr_transcript:ENSACCT00020001173_R0,GEMOMA_00004518-RA,E1BYE0,NA,LOC415852,LOC415852
329,aquChr_transcript:ENSACCT00020001176_R0,GEMOMA_00012194-RA,A0A3Q2U654,BAALC,BAALC,BAALC
330,aquChr_transcript:ENSACCT00020001179_R0,GEMOMA_00002798-RA,F1NBE4,ARHGEF26,ARHGEF26,ARHGEF26
331,aquChr_transcript:ENSACCT00020001188_R0,GEMOMA_00000608-RA,Q5ZJ60,HIBCH,HIBCH,HIBCH
332,aquChr_transcript:ENSACCT00020001197_R0,GEMOMA_00008694-RA,F1P3P3,ARHGDIA,ARHGDIA,ARHGDIA
333,aquChr_transcript:ENSACCT00020001204_R0,GEMOMA_00011132-RA,F1NY76,PARG,PARG,PARG
334,aquChr_transcript:ENSACCT00020001211_R0,GEMOMA_00001027-RA,F1NF62,CCDC93,CCDC93,CCDC93
335,aquChr_transcript:ENSACCT00020001215_R0,GEMOMA_00010723-RA,A0A1D5PRZ7,USO1,USO1,USO1
336,aquChr_transcript:ENSACCT00020001217_R0,GEMOMA_00003493-RA,NA,NA,NA,NA
337,aquChr_transcript:ENSACCT00020001221_R0,GEMOMA_00004680-RA,F1NRU7,CALML4,CALML4,CALML4
338,aquChr_transcript:ENSACCT00020001222_R0,GEMOMA_00014841-RA,A0A3Q3AVY2,PPAN,LOC107051197,PPAN
339,aquChr_transcript:ENSACCT00020001222_R1,GEMOMA_00014867-RA,NA,NA,NA,NA
340,aquChr_transcript:ENSACCT00020001231_R0,GEMOMA_00002683-RA,Q5ZMG2,CLDN1,CLDN1,CLDN1
341,aquChr_transcript:ENSACCT00020001233_R0,GEMOMA_00007585-RA,A0A3Q2UB56,GOLGA7B,GOLGA7B,GOLGA7B
342,aquChr_transcript:ENSACCT00020001237_R0,GEMOMA_00000767-RA,P31043,CD28,CD28,CD28
343,aquChr_transcript:ENSACCT00020001240_R0,GEMOMA_00011133-RA,E1BR29,TIMM23,TIMM23B,TIMM23
344,aquChr_transcript:ENSACCT00020001242_R0,GEMOMA_00000609-RA,A0A1D5PYB6,MFSD6,MFSD6,MFSD6
345,aquChr_transcript:ENSACCT00020001245_R0,GEMOMA_00007838-RA,A0A1D5PWZ2,G6PC,G6PC,G6PC
346,aquChr_transcript:ENSACCT00020001247_R0,GEMOMA_00012156-RA,F1NDZ7,FBXO21,FBXO21,FBXO21
347,aquChr_transcript:ENSACCT00020001254_R0,GEMOMA_00001719-RA,F1NNM3,EEF1AKNMT,NA,EEF1AKNMT
348,aquChr_transcript:ENSACCT00020001255_R0,GEMOMA_00012193-RA,A0A1D5PA09,ATP6V1C1,ATP6V1C1,ATP6V1C1
349,aquChr_transcript:ENSACCT00020001257_R0,GEMOMA_00015045-RA,A0A1L1RU90,NA,NA,NA
350,aquChr_transcript:ENSACCT00020001257_R1,GEMOMA_00015229-RA,NA,NA,NA,NA
351,aquChr_transcript:ENSACCT00020001267_R0,GEMOMA_00004516-RA,P41125,RPL13,RPL13,RPL13
352,aquChr_transcript:ENSACCT00020001268_R0,GEMOMA_00001028-RA,NA,HTR5B,NA,HTR5B
353,aquChr_transcript:ENSACCT00020001273_R0,GEMOMA_00013189-RA,A0A1D5P4T6,NA,NA,NA
354,aquChr_transcript:ENSACCT00020001273_R1,GEMOMA_00013671-RA,A0A1D5P4T6,NA,NA,NA
355,aquChr_transcript:ENSACCT00020001274_R1,GEMOMA_00015267-RA,NA,NA,NA,NA
356,aquChr_transcript:ENSACCT00020001274_R2,GEMOMA_00015290-RA,NA,NA,NA,NA
357,aquChr_transcript:ENSACCT00020001274_R3,GEMOMA_00015302-RA,NA,NA,NA,NA
358,aquChr_transcript:ENSACCT00020001274_R4,GEMOMA_00015320-RA,NA,NA,NA,NA
359,aquChr_transcript:ENSACCT00020001274_R5,GEMOMA_00015292-RA,A0A3S5ZP85,NA,SELENBP1L3,SELENBP1L3
360,aquChr_transcript:ENSACCT00020001275_R0,GEMOMA_00004678-RA,R4GJS8,FEM1B,FEM1B,FEM1B
361,aquChr_transcript:ENSACCT00020001277_R0,GEMOMA_00004318-RA,F1NB23,PDCD2L,PDCD2L,PDCD2L
362,aquChr_transcript:ENSACCT00020001280_R0,GEMOMA_00011134-RA,Q5ZMB1,NCOA4,NCOA4,NCOA4
363,aquChr_transcript:ENSACCT00020001283_R0,GEMOMA_00007584-RA,A0A1D5PPH7,CRTAC1,CRTAC1,CRTAC1
364,aquChr_transcript:ENSACCT00020001284_R0,GEMOMA_00006265-RA,F1NCY6,TNFRSF6B,TNFRSF6B,TNFRSF6B
365,aquChr_transcript:ENSACCT00020001291_R0,GEMOMA_00001718-RA,F1NLH9,ITPA,ITPA,ITPA
366,aquChr_transcript:ENSACCT00020001294_R0,GEMOMA_00000941-RA,E1BVZ6,ZNF142,ZNF142,ZNF142
367,aquChr_transcript:ENSACCT00020001299_R0,GEMOMA_00012192-RA,A0A1D5PIE4,AZIN1,AZIN1,AZIN1
368,aquChr_transcript:ENSACCT00020001300_R0,GEMOMA_00013670-RA,A0A3Q2U1X9,NA,NA,NA
369,aquChr_transcript:ENSACCT00020001300_R1,GEMOMA_00013188-RA,NA,NA,NA,NA
370,aquChr_transcript:ENSACCT00020001301_R0,GEMOMA_00011135-RA,F1P2U2,NA,GPRIN2,GPRIN2
371,aquChr_transcript:ENSACCT00020001308_R0,GEMOMA_00014024-RA,H9KYX5,RFX5,NA,RFX5
372,aquChr_transcript:ENSACCT00020001312_R0,GEMOMA_00004319-RA,F1P226,UBA2,UBA2,UBA2
373,aquChr_transcript:ENSACCT00020001322_R0,GEMOMA_00008690-RA,F1NC39,SIRT7,SIRT7,SIRT7
374,aquChr_transcript:ENSACCT00020001331_R9,GEMOMA_00001217-RA,NA,NA,NA,NA
375,aquChr_transcript:ENSACCT00020001332_R0,GEMOMA_00013602-RA,E1BQR4,KLHL8,KLHL8,KLHL8
376,aquChr_transcript:ENSACCT00020001334_R0,GEMOMA_00013182-RA,A0A088BHN3,NA,EDYM2,EDYM2
377,aquChr_transcript:ENSACCT00020001334_R1,GEMOMA_00014765-RA,NA,NA,NA,NA
378,aquChr_transcript:ENSACCT00020001341_R0,GEMOMA_00009335-RA,A0A1D5NWC1,WAC,WAC,WAC
379,aquChr_transcript:ENSACCT00020001343_R0,GEMOMA_00011137-RA,R4GG09,SHLD2,FAM35A,SHLD2
380,aquChr_transcript:ENSACCT00020001345_R0,GEMOMA_00007583-RA,A0A3Q2U4D6,R3HCC1L,R3HCC1L,R3HCC1L
381,aquChr_transcript:ENSACCT00020001351_R0,GEMOMA_00002686-RA,A0A3Q2UNW5,IL1RAP,IL1RAP,IL1RAP
382,aquChr_transcript:ENSACCT00020001354_R2,GEMOMA_00016095-RA,NA,CRS5,NA,CRS5
383,aquChr_transcript:ENSACCT00020001356_R0,GEMOMA_00007840-RA,Q5F3J5,PSME3,PSME3,PSME3
384,aquChr_transcript:ENSACCT00020001363_R0,GEMOMA_00006263-RA,E1C285,ZGPAT,ZGPAT,ZGPAT
385,aquChr_transcript:ENSACCT00020001365_R0,GEMOMA_00009334-RA,E1AWU3,BAMBI,BAMBI,BAMBI
386,aquChr_transcript:ENSACCT00020001368_R0,GEMOMA_00014763-RA,A0A088BHM9,NA,EDPE,EDPE
387,aquChr_transcript:ENSACCT00020001368_R1,GEMOMA_00013180-RA,A0A088BHM9,NA,EDPE,EDPE
388,aquChr_transcript:ENSACCT00020001374_R0,GEMOMA_00002795-RA,Q67BJ2,MME,MME,MME
389,aquChr_transcript:ENSACCT00020001377_R0,GEMOMA_00010722-RA,E1C769,G3BP2,G3BP2,G3BP2
390,aquChr_transcript:ENSACCT00020001384_R9,GEMOMA_00015550-RA,NA,NA,NA,NA
391,aquChr_transcript:ENSACCT00020001389_R0,GEMOMA_00003487-RA,A0A1L1RKF5,STARD3NL,STARD3NL,STARD3NL
392,aquChr_transcript:ENSACCT00020001405_R0,GEMOMA_00004322-RA,A0A1L1RQ91,GPI,GPI,GPI
393,aquChr_transcript:ENSACCT00020001418_R0,GEMOMA_00007968-RA,NA,KRTAP5-3,NA,KRTAP5-3
394,aquChr_transcript:ENSACCT00020001419_R0,GEMOMA_00014025-RA,A0A1D5P3I5,PI4KB,PI4KB,PI4KB
395,aquChr_transcript:ENSACCT00020001421_R0,GEMOMA_00014359-RA,A0A3Q2U0C9,EFR3A,EFR3A,EFR3A
396,aquChr_transcript:ENSACCT00020001423_R0,GEMOMA_00012933-RA,A0A1D5P4P2,PINK1,NA,PINK1
397,aquChr_transcript:ENSACCT00020001428_R0,GEMOMA_00000943-RA,A0A1D5PVC4,CNOT9,CNOT9,CNOT9
398,aquChr_transcript:ENSACCT00020001430_R9,GEMOMA_00016100-RA,NA,NA,NA,NA
399,aquChr_transcript:ENSACCT00020001432_R0,GEMOMA_00007842-RA,A0A1L1RWE7,CNTD1,CNTD1,CNTD1
400,aquChr_transcript:ENSACCT00020001438_R0,GEMOMA_00010721-RA,E1C764,BMP2K,BMP2K,BMP2K
401,aquChr_transcript:ENSACCT00020001442_R0,GEMOMA_00009332-RA,E1C848,MAP3K8,MAP3K8,MAP3K8
402,aquChr_transcript:ENSACCT00020001448_R0,GEMOMA_00011141-RA,E1BTB7,MMRN2,NA,MMRN2
403,aquChr_transcript:ENSACCT00020001458_R0,GEMOMA_00004323-RA,E1BT43,GARRE1,KIAA0355,GARRE1
404,aquChr_transcript:ENSACCT00020001460_R0,GEMOMA_00009871-RA,Q5ZMT7,ADCK1,ADCK1,ADCK1
405,aquChr_transcript:ENSACCT00020001465_R0,GEMOMA_00001957-RA,E1BX21,SIN3A,SIN3A,SIN3A
406,aquChr_transcript:ENSACCT00020001470_R0,GEMOMA_00002596-RA,A0A3Q2U4B7,CCDC39,NA,CCDC39
407,aquChr_transcript:ENSACCT00020001476_R0,GEMOMA_00002689-RA,F6UBL4,UTS2B,UTS2B,UTS2B
408,aquChr_transcript:ENSACCT00020001480_R0,GEMOMA_00006261-RA,A0A3Q2U2W3,ZBTB46,ZBTB46,ZBTB46
409,aquChr_transcript:ENSACCT00020001482_R0,GEMOMA_00004324-RA,E1BUW3,SS18L2,SS18L2,SS18L2
410,aquChr_transcript:ENSACCT00020001484_R0,GEMOMA_00009872-RA,F1NNJ3,SNW1,SNW1,SNW1
411,aquChr_transcript:ENSACCT00020001485_R0,GEMOMA_00011142-RA,F1P3H0,BMPR1A,BMPR1A,BMPR1A
412,aquChr_transcript:ENSACCT00020001487_R0,GEMOMA_00014584-RA,NA,ATP6V1F,NA,ATP6V1F
413,aquChr_transcript:ENSACCT00020001488_R0,GEMOMA_00012936-RA,R4GGL0,FAM43B,FAM43B,FAM43B
414,aquChr_transcript:ENSACCT00020001489_R0,GEMOMA_00010720-RA,F1NJ61,PAQR3,PAQR3,PAQR3
415,aquChr_transcript:ENSACCT00020001492_R0,GEMOMA_00008685-RA,A0A3Q2TS92,ASPSCR1,NA,ASPSCR1
416,aquChr_transcript:ENSACCT00020001493_R0,GEMOMA_00000944-RA,R9PXQ8,USP37,USP37,USP37
417,aquChr_transcript:ENSACCT00020001503_R0,GEMOMA_00001956-RA,F1NV57,PTPN9,PTPN9,PTPN9
418,aquChr_transcript:ENSACCT00020001509_R0,GEMOMA_00013389-RA,A0A1D5PGS8,UBR5,UBR5,UBR5
419,aquChr_transcript:ENSACCT00020001511_R0,GEMOMA_00012937-RA,A0A1D5PLC4,MUL1,MUL1,MUL1
420,aquChr_transcript:ENSACCT00020001513_R0,GEMOMA_00008611-RA,F1NPK5,NA,MTTPL,MTTPL
421,aquChr_transcript:ENSACCT00020001514_R0,GEMOMA_00007845-RA,A0A1D5NW43,VPS25,VPS25,VPS25
422,aquChr_transcript:ENSACCT00020001519_R0,GEMOMA_00001032-RA,F1NEN4,SLC35F5,SLC35F5,SLC35F5
423,aquChr_transcript:ENSACCT00020001532_R0,GEMOMA_00007846-RA,A7UH64,RAMP2,RAMP2,RAMP2
424,aquChr_transcript:ENSACCT00020001545_R0,GEMOMA_00008612-RA,A0A3Q3APG2,SGPL1,SGPL1,SGPL1
425,aquChr_transcript:ENSACCT00020001548_R0,GEMOMA_00009875-RA,Q5ZJ96,SPTLC2,SPTLC2,SPTLC2
426,aquChr_transcript:ENSACCT00020001554_R0,GEMOMA_00001835-RA,NA,GCLM,NA,GCLM
427,aquChr_transcript:ENSACCT00020001556_R0,GEMOMA_00001034-RA,A0A3Q2TUP5,LYPD1,LYPD1,LYPD1
428,aquChr_transcript:ENSACCT00020001562_R0,GEMOMA_00003485-RA,A0A3Q3AUC8,TRANK1,TRANK1,TRANK1
429,aquChr_transcript:ENSACCT00020001573_R0,GEMOMA_00006260-RA,A0A1D5PFP7,TPD52L2,TPD52L2,TPD52L2
430,aquChr_transcript:ENSACCT00020001582_R0,GEMOMA_00004456-RA,A0A1D5PU31,PLA2G15,PLA2G15,PLA2G15
431,aquChr_transcript:ENSACCT00020001584_R0,GEMOMA_00001836-RA,NA,DNTTIP2,NA,DNTTIP2
432,aquChr_transcript:ENSACCT00020001588_R0,GEMOMA_00009877-RA,E1C123,AHSA1,AHSA1,AHSA1
433,aquChr_transcript:ENSACCT00020001592_R1,GEMOMA_00010936-RA,NA,KCTD1,NA,KCTD1
434,aquChr_transcript:ENSACCT00020001594_R0,GEMOMA_00013172-RA,R4GI98,NHLH1,NHLH1,NHLH1
435,aquChr_transcript:ENSACCT00020001594_R1,GEMOMA_00014756-RA,R4GI98,NHLH1,NHLH1,NHLH1
436,aquChr_transcript:ENSACCT00020001595_R0,GEMOMA_00005748-RA,A0A3Q2TTF7,SCARB1,SCARB1,SCARB1
437,aquChr_transcript:ENSACCT00020001601_R0,GEMOMA_00002792-RA,E1C7F5,SLC33A1,SLC33A1,SLC33A1
